original_title,production_companies,genres,runtime,vote_average,vote_count
The Last Chase,[],Action,101.0,3.8,6.0
Petals on the Wind,Cue the Dog Productions,TV Movie,85.0,6.2,56.0
Mr. Troop Mom,[],Comedy,84.0,3.8,4.0
Balloon Farm,[],Drama,92.0,3.5,4.0
Savage Weekend,Cannon Group,Horror,88.0,4.9,8.0
The Comeback,Peter Walker (Heritage) Ltd.,Horror,100.0,6.0,6.0
Schizo,Heritage Films,Drama,109.0,6.7,5.0
House of Mortal Sin,Peter Walker (Heritage) Ltd.,Horror,104.0,6.9,11.0
Frightmare,Peter Walker (Heritage) Ltd.,Horror,88.0,6.9,10.0
House of Whipcord,Peter Walker (Heritage) Ltd.,Horror,102.0,6.2,14.0
The Flesh and Blood Show,Peter Walker (Heritage) Ltd.,Horror,93.0,4.8,5.0
Songs She Wrote About People She Knows,[],Music,80.0,0.0,0.0
Child 44,Summit Entertainment,Crime,137.0,6.1,565.0
Killer Crocodile,Fulvia Film,Horror,90.0,6.6,7.0
The Conrad Boys,[],Drama,93.0,5.3,9.0
Promises in the Dark,[],Drama,118.0,0.0,0.0
Champions,Embassy Film Associates,[],106.0,6.0,3.0
George Carlin: Life Is Worth Losing,Cable Stuff Productions,Documentary,74.0,8.1,18.0
A Little Chaos,BBC Films,Drama,117.0,6.0,250.0
Au nom du fils,[],Drama,80.0,5.9,6.0
Bill W.,[],Documentary,104.0,5.0,1.0
Get Hard,Gary Sanchez Productions,Comedy,100.0,5.9,961.0
Hellgate,[],Horror,94.0,4.8,10.0
Aziz Ansari: Live at Madison Square Garden,[],Comedy,58.0,7.0,47.0
The Intruders,Darius Films,Thriller,92.0,4.7,46.0
Filmistaan,[],[],117.0,7.0,3.0
That Sugar Film,Madman Entertainment,Documentary,97.0,6.5,61.0
The Brass Legend,United Artists,Western,79.0,7.0,2.0
Come te nessuno mai,Rai Cinemafiction,Comedy,90.0,5.5,31.0
La liga no es cosa de hombres,[],[],111.0,0.0,0.0
Stargate SG-1: Children of the Gods - Final Cut,Metro-Goldwyn-Mayer (MGM),Adventure,92.0,6.9,67.0
Dinotopia: Quest for the Ruby Sunstone,[],Fantasy,75.0,6.0,5.0
20 Years After,[],Drama,95.0,2.8,20.0
Growing Up and Other Lies,Embark Productions,Comedy,90.0,4.0,4.0
Mount St. Elias,Red Bull Media House,Documentary,105.0,5.7,3.0
Cinderella III: A Twist in Time,DisneyToon Studios,Animation,74.0,6.0,244.0
Playground,[],Documentary,85.0,0.0,0.0
"Mickey, Donald, Goofy: The Three Musketeers",Walt Disney Pictures,Adventure,68.0,6.3,162.0
Rudolph the Red-Nosed Reindeer: The Movie,[],Family,83.0,5.8,35.0
Saving Santa,Gateway Films,Animation,83.0,5.1,30.0
Casper's Haunted Christmas,The Harvey Entertainment Company,Animation,84.0,5.0,42.0
A House of Secrets: Exploring 'Dragonwyck',[],Documentary,16.0,0.0,0.0
Tom and Jerry: A Nutcracker Tale,Warner Home Video,Animation,46.0,6.5,12.0
The Fat Spy,Phillip Productions,Comedy,80.0,2.5,4.0
Oscar et la dame Rose,[],Drama,105.0,6.7,26.0
Vietnam in HD,[],War,250.0,8.1,6.0
WWII IN HD,[],[],0.0,6.0,4.0
Parallels,Fox Digital Studios,Science Fiction,83.0,6.2,148.0
Dead Rising,Di Bonaventura Pictures,Horror,118.0,5.0,143.0
A Dream of Kings,National General Pictures,Drama,0.0,4.5,2.0
A Man to Remember,RKO Radio Pictures,Romance,79.0,0.0,0.0
Arrow In The Dust,Allied Artists Pictures,Western,79.0,5.2,3.0
Blueberry Hill,Prism Entertainment,Drama,93.0,5.0,1.0
Piggy Banks,[],Action,87.0,5.0,5.0
Calling Dr. Kildare,Metro-Goldwyn-Mayer (MGM),Drama,86.0,4.5,2.0
Copper Canyon,Paramount Pictures,Western,84.0,4.6,6.0
Standby,[],Romance,90.0,6.6,14.0
New Year's Day,[],Comedy,88.0,5.5,2.0
Brother Bear 2,DisneyToon Studios,Adventure,73.0,6.3,318.0
Innocence,Killer Films,Thriller,96.0,4.3,13.0
Southside 1-1000,[],Crime,73.0,5.0,1.0
The Judge Steps Out,RKO Radio Pictures,Drama,91.0,0.0,0.0
Last Flight Out,World Wide Pictures,Action,82.0,0.0,0.0
Heat,New Century Productions,Action,101.0,5.2,5.0
Superdome,ABC Circle Films,Crime,100.0,0.0,0.0
Hurricane,Metromedia Producers Corporation (MPC),Drama,82.0,6.0,1.0
The Odd Angry Shot,The Australian Film Commission,War,92.0,7.3,6.0
Breaking Point,[],[],95.0,4.0,3.0
Deep Space,[],Horror,90.0,3.8,4.0
Dollar for the Dead,[],Western,94.0,5.3,2.0
Le Couteau dans la plaie,Mercury,Crime,110.0,6.5,1.0
"Go West, Young Lady",Columbia Pictures Corporation,Comedy,70.0,7.0,1.0
In God We Tru$t,Universal Pictures,Comedy,97.0,5.8,8.0
Law and Order,[],Documentary,81.0,6.7,3.0
Cattle Annie and Little Britches,[],Western,97.0,5.7,3.0
Off the Minnesota Strip,[],Drama,104.0,0.0,0.0
Lost in a Harem,Metro-Goldwyn-Mayer (MGM),Comedy,89.0,5.6,4.0
Somebody Killed Her Husband,[],Mystery,97.0,7.5,2.0
My Sweet Charlie,Universal TV,TV Movie,97.0,0.0,0.0
A Covenant with Death,[],Drama,97.0,7.0,1.0
My Blood Runs Cold,William Conrad Productions,Mystery,104.0,0.0,0.0
Six Days in Roswell,[],Documentary,82.0,8.0,1.0
Patrick,Filmways Australasian,Horror,112.0,6.1,27.0
Apache Blood,[],Western,92.0,0.0,1.0
Rhubarb,Paramount Pictures,Comedy,94.0,4.2,3.0
Sabrina the Teenage Witch,Showtime Networks,TV Movie,91.0,5.2,56.0
Safe at Home!,Columbia Pictures,Drama,84.0,4.5,2.0
Shadowheart,Desert Moon Pictures,Action,114.0,5.2,3.0
The Great Man Votes,RKO Radio Pictures,Drama,72.0,6.5,1.0
The Rig,OffSpring Productions,Action,90.0,3.8,31.0
The Unknown Cyclist,Watermark Films,Drama,96.0,5.0,1.0
The Young Rajah,Paramount Pictures,Drama,54.0,0.0,0.0
Thunderhead - Son of Flicka,Twentieth Century Fox Film Corporation,Drama,78.0,0.0,1.0
Dear Murderer,Eagle-Lion Films,Thriller,90.0,5.5,6.0
Kill Me Three Times,Parabolic Pictures,Comedy,90.0,5.5,171.0
Underwater Dreams,[],History,86.0,5.0,1.0
Walter,[],Drama,87.0,5.3,26.0
The Atticus Institute,The Safran Company,Horror,92.0,5.6,143.0
The Last Will and Testament of Rosalind Leigh,Someone At The Door Productions,Horror,82.0,5.0,47.0
Kristy,Electric City Entertainment,Thriller,86.0,5.9,115.0
The Houses October Built,[],Thriller,91.0,5.5,97.0
Preservation,Present Pictures,Thriller,90.0,4.8,79.0
Christmas at Cartwright's,[],Romance,84.0,5.8,10.0
Altar,Screen Yorkshire,Mystery,95.0,4.7,49.0
Poker Night,Wingman Productions,Thriller,104.0,5.9,90.0
House of Bones,[],Horror,90.0,4.3,13.0
That Burning Feeling,Resonance Film & Video,Drama,95.0,5.7,9.0
Lawrence & Holloman,Ameland Films,Comedy,95.0,0.0,0.0
The Hagstone Demon,[],Horror,96.0,3.4,4.0
"A Man, a Woman and a Bank",[],Action,100.0,6.3,4.0
Profit Motive and the Whispering Wind,[],Documentary,58.0,5.0,1.0
El rostro,[],[],64.0,8.0,1.0
Hardbodies 2,[],Comedy,88.0,4.1,9.0
Hardbodies,Columbia Pictures Corporation,Comedy,88.0,5.0,17.0
Stitches,Robert P. Marcucci Productions,Comedy,89.0,0.0,0.0
Kadin Hamlet,Ugur Film,Drama,86.0,5.0,2.0
Suçlular aramizda,[],Crime,98.0,0.0,0.0
Heder 514,[],[],90.0,7.0,1.0
The Humbling,Ambi Pictures,Drama,112.0,5.3,39.0
Tomboy,Crown International Pictures,Comedy,91.0,5.3,13.0
Reckless Kelly,Warner Bros.,Comedy,103.0,4.3,6.0
It Takes Two,United Artists,Comedy,78.0,5.4,5.0
Regarding Susan Sontag,[],Documentary,101.0,6.3,3.0
Terror at the Mall,[],Documentary,60.0,8.0,1.0
Malibu Beach,Marimark Productions,Comedy,96.0,4.3,5.0
Hamburger: The Motion Picture,Busterburger Limited Partnership,Comedy,86.0,5.1,11.0
Jocks,Mount Olympus Productions,Comedy,91.0,3.4,5.0
Last Resort,Concorde Pictures,Comedy,84.0,4.0,2.0
The Maker,Nu Image Films,Drama,98.0,5.1,5.0
14 Going on 30,[],[],94.0,5.0,4.0
Can of Worms,[],Comedy,90.0,5.2,6.0
Babycakes,The Königsberg Company,Comedy,100.0,4.0,1.0
Willy/Milly,[],Comedy,86.0,6.0,1.0
Little White Lie,[],Documentary,65.0,5.3,4.0
Apartment Troubles,Starstream Entertainment,Drama,95.0,5.4,8.0
Lily & Kat,[],Drama,89.0,4.4,6.0
Loaded,[],Comedy,90.0,4.0,3.0
Running Hot,Highroad,Crime,95.0,6.5,2.0
Camp Cucamonga,[],Comedy,93.0,4.7,9.0
My American Cousin,Borderline Productions Ltd.,Comedy,90.0,4.7,3.0
Quarterback Princess,[],Drama,96.0,5.3,4.0
Wimps,[],[],94.0,5.0,1.0
The Great American Girl Robbery,[],Comedy,87.0,2.7,3.0
Stud Life,[],Drama,91.0,5.0,1.0
Sherlock Holmes in New York,[],Thriller,100.0,6.0,5.0
Shaun the Sheep Movie,Aardman Animations,Family,85.0,6.9,456.0
Infinitely Polar Bear,Paper Street Films,Comedy,87.0,6.9,135.0
Svolochi,Paradise Group,Action,97.0,6.1,17.0
3:15,Romax,Action,86.0,6.0,2.0
Hot Times at Montclair High,[],Comedy,87.0,6.0,1.0
Puberty Blues,Limelight Productions,Drama,87.0,5.4,10.0
Computer Beach Party,Southwest Motion Pictures,Comedy,97.0,3.0,1.0
Summer Job,[],[],92.0,4.3,3.0
Poison Ivy,NBC Productions,Comedy,97.0,5.4,7.0
An Insignificant Harvey,[],Drama,79.0,6.3,2.0
The Big Steal,Cascade Films,Comedy,99.0,6.0,5.0
The Whoopee Boys,Paramount Pictures,Comedy,88.0,0.0,0.0
Preppies,[],Comedy,83.0,0.0,0.0
Crash Course,NBC,[],95.0,5.0,1.0
The Beach Girls,Crown International Pictures,Comedy,91.0,5.2,7.0
Tell Me a Riddle,Filmways Pictures,Drama,90.0,0.0,0.0
Goin' All the Way!,[],Comedy,85.0,3.5,2.0
The Bermuda Triangle,[],Mystery,96.0,6.2,6.0
Last Knights,CJ Entertainment,Action,115.0,6.2,348.0
Boobs: An American Obsession,[],Documentary,88.0,0.0,0.0
The Jinx: The Life and Deaths of Robert Durst,Blumhouse Productions,Documentary,240.0,8.6,85.0
Matt Shepard Is a Friend of Mine,Run Rabbit Run Media,History,89.0,8.2,15.0
Cavegirl,Crown International Pictures,Comedy,85.0,4.8,5.0
Streetwalkin',Rodeo,Thriller,86.0,7.0,2.0
Screen Test,[],Comedy,0.0,0.0,0.0
Batman vs. Robin,Warner Bros. Animation,Action,72.0,6.8,218.0
Liar's Moon,[],Drama,106.0,4.8,3.0
Cheatin',Bill Plympton Studios,Animation,72.0,8.2,10.0
Cannibal Girls,Scary Pictures Productions,Comedy,84.0,3.8,8.0
Dream Trap,[],[],90.0,0.0,0.0
High School U.S.A.,Hill/Mandelker Films,TV Movie,100.0,6.0,9.0
Virgin High,[],Comedy,90.0,6.0,3.0
Hot Resort,[],[],0.0,3.0,2.0
Seven Minutes in Heaven,Warner Bros.,Comedy,88.0,6.6,9.0
Senior Week,[],Comedy,98.0,3.0,2.0
Mr. Civil Rights: Thurgood Marshall and the NAACP,[],[],0.0,0.0,0.0
Malibu Hot Summer,[],[],90.0,2.7,3.0
Hot Splash,[],[],89.0,4.0,1.0
The Invisible Kid,[],Comedy,95.0,5.6,7.0
Stewardess School,Columbia Pictures Corporation,Comedy,89.0,4.2,7.0
Pretty Smart,[],Drama,0.0,0.0,0.0
Malizia 2,[],[],90.0,5.0,2.0
Monster High,[],Horror,84.0,6.2,3.0
Woman in Gold,BBC Films,Drama,120.0,7.3,454.0
Sole Survivor,Grand National Pictures,Horror,85.0,7.3,7.0
The Seat Filler,[],Comedy,90.0,4.8,5.0
Crisis Hotline: Veterans Press 1,[],Documentary,40.0,8.0,5.0
Done the Impossible,[],Documentary,79.0,6.8,7.0
Echoes,FatFree Films,Drama,88.0,4.2,20.0
Iliza Shlesinger: Freezing Hot,New Wave Entertainment,Comedy,71.0,6.9,18.0
Doug Benson: Doug Dynasty,New Wave Entertainment Television,TV Movie,60.0,1.0,1.0
Once Upon A Mattress,Touchstone Television,Comedy,90.0,5.2,8.0
The Sound of Music Live!,[],Drama,180.0,5.9,17.0
Bill Bailey: Part Troll,Talent Television,Comedy,94.0,7.4,10.0
Wajma,Kabuli Film,[],86.0,6.5,4.0
Rafferty and the Gold Dust Twins,Gruskoff-Venture-Linson,Comedy,91.0,8.0,1.0
Cut Bank,Kilburn Media,Thriller,92.0,5.4,93.0
Toutes les Filles sont Folles,[],Romance,85.0,5.5,1.0
Killing Jesus,Scott Free Productions,Drama,132.0,4.0,4.0
The Mad Genius,Warner Bros.,Drama,81.0,6.7,3.0
Water's Edge,[],Thriller,96.0,5.0,1.0
Outing Riley,[],Comedy,86.0,4.8,4.0
Hollywood Hot Tubs,Hollytubs,Comedy,103.0,4.0,1.0
Hot Moves,Spectrum Cinema Productions,Comedy,85.0,5.0,4.0
Nightmare Weekend,[],Horror,86.0,1.5,4.0
Dance 'Til Dawn,Konigsberg/Sanitsky Company,Comedy,100.0,5.5,6.0
Party Plane,[],[],80.0,0.0,0.0
Slaughter High,Spectacular Trading International,Horror,90.0,6.4,26.0
Old Enough,Silver Films,Drama,92.0,6.1,4.0
The Revenge of the Teenage Vixens from Outer Space,[],Comedy,83.0,0.0,0.0
They're Playing with Fire,Hickmar Productions,Crime,96.0,4.3,5.0
Beach Balls,[],Comedy,77.0,4.0,4.0
Getting Lucky,Vista Street Entertainment,Comedy,85.0,7.0,3.0
Party Camp,Alimar Productions,[],96.0,3.0,1.0
Surf II,"[{'name': ""Surf's Up"", 'id': 47327}]",Comedy,91.0,6.3,3.0
Summer Camp,[],Comedy,85.0,2.5,2.0
Nobody's Perfect,Panorama,Comedy,90.0,7.3,3.0
Gorp,American International Pictures (AIP),Comedy,90.0,3.9,5.0
Dangerous Curves,[],Comedy,0.0,4.3,2.0
Can It Be Love,[],Comedy,0.0,2.0,1.0
The Road Within,Troika Pictures,Comedy,100.0,6.7,110.0
Lovelines,TriStar Pictures,Comedy,93.0,0.0,0.0
Oddballs,Manfred Guthe,Comedy,91.0,3.5,3.0
Modern Girls,Atlantic Releasing Corporation,Comedy,84.0,5.7,11.0
The Malibu Bikini Shop,Romax Productions,Comedy,99.0,4.6,5.0
Body Waves,[],Comedy,80.0,7.0,1.0
The First Turn-On!,[],Comedy,88.0,4.2,6.0
Let's Do It!,[],Comedy,82.0,0.0,0.0
Gregory's Two Girls,Channel Four Films,Comedy,116.0,5.3,7.0
Body Rock,[],Music,93.0,2.2,3.0
Cash McCall,Warner Bros.,Comedy,102.0,7.5,2.0
La 317ème section,Rome Paris Films,War,100.0,5.7,10.0
Breaking All the Rules,Téléfilm Canada,Romance,91.0,6.0,2.0
Gimme an 'F',[],Comedy,101.0,4.3,3.0
Welcome to 18,Summer Release,Comedy,91.0,0.0,0.0
Thunder Alley,Cannon Films,Drama,111.0,4.8,2.0
"Guten Tag, Ramón",Eficine 226,Drama,119.0,8.1,18.0
Getting It On,[],Comedy,96.0,0.0,0.0
Teen Vamp,[],Comedy,85.0,3.5,2.0
The Princess Academy,Jadran Film,Comedy,90.0,7.0,1.0
Night School,Paramount Pictures,Horror,88.0,5.6,10.0
One Night Only,[],Comedy,87.0,10.0,1.0
One Dark Night,[],Horror,94.0,5.9,21.0
"Sarah, Plain and Tall - Winter's End",Hallmark Hall of Fame Productions,Drama,95.0,4.8,5.0
Lemonade Mouth,Martin Chase Productions,Drama,106.0,7.1,184.0
Sex Appeal,[],Comedy,81.0,3.0,1.0
School Spirit,New Horizons,Comedy,90.0,4.0,4.0
Basic Training,Playboy Entertainment Group,Comedy,88.0,6.5,2.0
Ghost Chase,Centropolis Film Productions,Horror,90.0,5.6,4.0
Under the Boardwalk,[],Comedy,102.0,0.5,2.0
The First Time,[],Comedy,96.0,5.0,1.0
The Vals,[],[],99.0,0.0,0.0
Copperhead,Swordspoint Productions,Drama,120.0,5.0,10.0
Borderline,Incorporated Television Company (ITC),Crime,97.0,5.5,6.0
The Clown at Midnight,GFT Paquin Entertainment,Horror,91.0,4.9,9.0
Tomorrowland,Walt Disney Pictures,Adventure,130.0,6.2,2904.0
Dead Girls,[],Horror,91.0,2.5,2.0
Sleeping Dogs,New Zealand Film Commission,Action,98.0,5.7,5.0
Crooks and Coronets,Herman Cohen Productions,Comedy,106.0,10.0,1.0
The Forger,Code Entertainment,Thriller,95.0,5.4,124.0
Electricity,British Film Institute (BFI),Drama,96.0,5.8,16.0
Ballerina,[],Foreign,77.0,8.0,3.0
Luton,[],Drama,100.0,3.8,3.0
And the Oscar Goes To...,Turner Classic Movies (TCM),TV Movie,100.0,7.1,15.0
No No: A Dockumentary,[],Documentary,100.0,7.0,16.0
The Naked Ape,Universal Pictures,Animation,85.0,5.0,1.0
Let It Be Me,Rysher Entertainment,Drama,95.0,8.0,2.0
Graffiti Wars,[],Documentary,47.0,6.0,3.0
Weather Girl,[],Action,92.0,5.6,23.0
Dudes,Vista Organization,Adventure,90.0,6.2,3.0
Good Kill,Voltage Pictures,Action,104.0,5.9,210.0
Alex of Venice,[],Drama,86.0,5.9,25.0
A House In The Hills,Delux Productions,Thriller,87.0,6.0,1.0
Hungry Hearts,Rai Cinema,Drama,109.0,6.6,50.0
Say Nothing,[],Action,94.0,9.0,1.0
Faults,Snoot Entertainment,Thriller,93.0,6.8,77.0
Swearnet: The Movie,E1 Entertainment,Comedy,112.0,5.1,16.0
The Barber,Chapman Filmed Entertainment,Thriller,95.0,5.9,41.0
Die Frau mit den 5 Elefanten,Schweizer Fernsehen,Documentary,93.0,6.5,2.0
Good Deeds,[],Comedy,111.0,6.2,45.0
The Harvest,Das Films,Horror,104.0,5.9,69.0
Buzzard,Oscilloscope Laboratories,Comedy,97.0,5.8,18.0
Ape,Sob Noisse Movies,Drama,86.0,6.3,3.0
Paul Blart: Mall Cop 2,Columbia Pictures,Action,94.0,5.0,576.0
The Reconstruction of William Zero,FilmBuff,Science Fiction,98.0,5.1,21.0
Mine,[],Documentary,80.0,8.5,2.0
Toxin,IndustryWorks Distribution,Action,72.0,3.6,6.0
The Elevator: Three Minutes Can Change Your Life,Lupin Film,Drama,93.0,4.8,6.0
The Bitter Buddha,There Will Be Trivia,Documentary,92.0,8.0,5.0
Adult Beginners,Duplass Brothers Productions,Drama,90.0,5.3,88.0
The Invisible Men,[],Documentary,60.0,5.0,1.0
Parts Per Billion,Benaroya Pictures,Science Fiction,139.0,4.4,27.0
"It's Me, Hilary: The Man Who Drew Eloise",[],Documentary,36.0,6.0,2.0
The Revengers,Cinema Center Films,Action,106.0,6.2,5.0
Kalervo Palsa ja kuriton käsi,[],Drama,65.0,0.0,0.0
Sylvia,Paramount Pictures,Drama,115.0,0.0,0.0
"Exhausted: John C. Holmes, the Real Story",Annazan,Documentary,75.0,7.0,3.0
Badge 373,Paramount Pictures,Thriller,116.0,5.5,2.0
The Last Mile,[],Drama,81.0,5.4,5.0
Born Reckless,Aubrey Schenck Productions,Western,80.0,1.0,1.0
Frankenstein 1970,Aubrey Schenck Productions,Horror,83.0,4.3,7.0
Shield for Murder,Camden Productions Inc.,Crime,82.0,7.0,10.0
"September 30, 1955",Universal Pictures,Drama,101.0,0.0,0.0
"Number, Please?",[],Comedy,25.0,7.4,5.0
Amelia Earhart: The Final Flight,[],TV Movie,95.0,0.0,0.0
Andy Hardy's Private Secretary,Metro-Goldwyn-Mayer,Comedy,101.0,5.5,2.0
Final Voyage,Phoenician Entertainment,Drama,95.0,3.5,4.0
First to Fight,Warner Bros.,War,97.0,0.0,0.0
Heathens and Thieves,Orofino,Action,0.0,6.0,2.0
King Lear,Granada Television,Drama,158.0,7.0,1.0
King Lear,Royal Shakespeare Company,Drama,137.0,8.0,3.0
Man from Del Rio,United Artists,Western,82.0,7.1,4.0
Muffin Top: A Love Story,[],Romance,96.0,4.4,6.0
Mutant Hunt,Beyond Infinity,Action,76.0,3.9,5.0
Nightmares,John Lamond Motion Picture Enterprises,Horror,90.0,5.0,3.0
The Brave Bulls,[],[],106.0,0.0,0.0
The Duke Is Tops,Million Dollar Productions,Music,63.0,6.0,1.0
The Maltese Bippy,Metro-Goldwyn-Mayer (MGM),Mystery,92.0,0.0,0.0
Watchers II,[],Horror,101.0,4.7,6.0
The Outsider,[],[],0.0,7.0,2.0
The System,Warner Bros.,Crime,90.0,4.1,4.0
Vagabond Lady,Hal Roach Studios,Drama,71.0,0.0,0.0
Without a Trace,Twentieth Century Fox Film Corporation,Drama,120.0,5.4,7.0
The Prince & Me: A Royal Honeymoon,Nu Image Films,Comedy,92.0,4.6,40.0
Muito Além do Peso,[],Documentary,83.0,8.0,1.0
The Return of Count Yorga,Peppertree Productions Inc.,Horror,97.0,5.1,8.0
"Like Father, Like Son",[],Drama,90.0,0.0,0.0
Edge of Sanity,August Entertainment,Horror,91.0,5.5,11.0
Seve,Renaissance Films,Drama,124.0,8.0,7.0
I Am Soldier,Tea Shop & Film Company,Action,84.0,5.1,27.0
The Dead 2: India,[],Horror,90.0,5.0,16.0
Holiday in the Sun,Dualstar Entertainment Group,Action,87.0,5.1,35.0
Postmortem,[],Thriller,105.0,5.5,5.0
The Last Templar,Muse Entertainment Enterprises,History,170.0,4.9,13.0
Spiders,Nu Image Entertainment,Science Fiction,89.0,3.9,39.0
Syncopation,[],[],88.0,0.0,0.0
Survivor,Arrowstorm Entertainment,Science Fiction,93.0,4.9,41.0
Book of Blood,Scottish Screen,Horror,96.0,5.3,59.0
Exaella,[],Animation,90.0,5.3,2.0
From Inside,[],[],0.0,6.5,2.0
Outcast,Media Max Productions,Action,98.0,4.5,140.0
Aging Out,[],[],0.0,0.0,0.0
The Domino Principle,Associated General Films,Drama,100.0,5.0,6.0
Zandy's Bride,Warner Bros.,Western,116.0,5.8,6.0
Cisco Pike,Columbia Pictures Corporation,Drama,95.0,4.6,4.0
Riot,Paramount Pictures,Action,96.0,6.0,2.0
Banning,Universal Pictures,Romance,102.0,0.0,0.0
To Find a Man,Rastar Films,[],90.0,5.0,1.0
The Lightship,[],Thriller,89.0,4.0,5.0
The Stone Boy,Twentieth Century Fox Film Corporation,Drama,91.0,5.7,3.0
Threshold,Paragon Motion Pictures,Drama,97.0,6.6,5.0
Géraldine,Ecole Nationale Supérieure des Arts Décoratifs,Animation,9.0,0.0,0.0
The Marine 4: Moving Target,WWE Studios,Thriller,90.0,5.8,49.0
Babar: King of the Elephants,[],Family,80.0,6.1,7.0
Da Sweet Blood of Jesus,40 Acres & A Mule Filmworks,Thriller,123.0,4.1,13.0
The Longest Ride,Fox 2000 Pictures,Drama,128.0,7.3,1083.0
Man from Reno,Eleven Arts,Mystery,111.0,6.1,15.0
Five Dances,Perry Street Pictures,Drama,83.0,6.6,20.0
Astral City: A Spiritual Journey,Cinética Filmes e Produções,Drama,109.0,6.7,21.0
Table For Five,[],[],121.0,4.8,3.0
Beyond the Reach,Furthur Films,Thriller,95.0,5.5,138.0
Nuntius,[],Science Fiction,60.0,0.0,0.0
Atari: Game Over,Xbox Entertainment Studios,Documentary,66.0,6.7,96.0
Girltrash: All Night Long,[],Crime,85.0,6.4,13.0
Lage Raho Munna Bhai,[],Comedy,144.0,7.6,45.0
Monkey Kingdom,Disneynature,Documentary,81.0,6.4,48.0
Sword of Vengeance,Vertigo Films,Drama,86.0,5.2,29.0
Jersey Shore Shark Attack,[],TV Movie,86.0,6.5,4.0
Ship of Theseus,Recyclewala Films,Drama,143.0,7.4,14.0
Obsession,Independent Sovereign Films,Thriller,96.0,6.6,8.0
Antarctica: A Year on Ice,Antzworks,Drama,92.0,7.2,31.0
The Dog Who Saved Christmas,Hybrid,Comedy,112.0,3.0,5.0
Tallinn pimeduses,Upstream Pictures,Comedy,99.0,5.8,3.0
The Age of Adaline,Lakeshore Entertainment,Fantasy,112.0,7.4,2052.0
Gutshot Straight,Jay-X Entertainment,Thriller,89.0,3.2,17.0
Lambert & Stamp,[],Documentary,120.0,7.8,4.0
Lovesick,Night and Day Pictures,Romance,100.0,4.7,34.0
Return to Source: The Philosophy of The Matrix,[],Documentary,61.0,6.5,5.0
Sinatra: All or Nothing at All,[],Documentary,240.0,7.1,14.0
The Sheik,Magen Boys Entertainment,Documentary,95.0,7.5,6.0
Danny Collins,Big Indie Pictures,Comedy,107.0,6.6,187.0
MP - minä pelkään,Lähikuva Oy,[],83.0,0.0,0.0
Confessions of a Sociopathic Social Climber,Confessions Productions (II),Comedy,96.0,4.4,17.0
Bad Hurt,FROST Pictures,Drama,100.0,5.4,9.0
"Hey, Boo: Harper Lee & To Kill a Mockingbird",Mary Murphy & Company,Documentary,82.0,0.0,0.0
Halo: Nightfall,Scott Free Productions,Adventure,94.0,5.2,64.0
I'm Not Jesus Mommy,[],Drama,89.0,4.7,3.0
Eugenie,Hape-Film Company GmbH,Drama,87.0,3.7,15.0
Night Call Nurses,New World Pictures,Comedy,74.0,5.0,1.0
The Black Cat,Italian International Film,Horror,92.0,5.7,17.0
Flicka 2,20th Century Fox Film Corporation,Adventure,96.0,6.1,20.0
A Girl Like Her,[],Drama,91.0,7.2,82.0
Grandma,Depth of Field,Comedy,78.0,6.1,143.0
The Struggle,United Artists,Drama,87.0,5.0,4.0
Winning Time: Reggie Miller vs. The New York Knicks,[],Documentary,68.0,8.2,8.0
Straight Outta LA,[],Documentary,53.0,4.7,6.0
Silly Little Game,[],Documentary,53.0,4.3,2.0
Bad Boys,[],Documentary,100.0,9.5,4.0
เปนชู้กับผี,[],Drama,100.0,6.8,10.0
Scarfies,Nightmare Productions,Comedy,101.0,5.8,5.0
Comedy Central Roast of Justin Bieber,Comedy Central,Comedy,85.0,7.0,52.0
The Butterfly Tattoo,Dynamic Entertainment DEH,Drama,101.0,0.0,0.0
50 to 1,Ten Furlongs,Comedy,110.0,5.7,19.0
The Even Stevens Movie,[],TV Movie,120.0,5.6,46.0
The Four Year Plan,[],Documentary,99.0,7.0,2.0
Happy Valley,[],Documentary,98.0,6.2,17.0
GMO OMG,[],Documentary,90.0,7.4,15.0
A Royal Night Out,Ecosse Films,Thriller,97.0,6.3,84.0
The Chain Reaction,[],Action,92.0,3.5,5.0
Absolution,[],Drama,95.0,6.9,8.0
Dior and I,[],Documentary,90.0,7.3,50.0
Walking with the Dead,Splendid Film,Science Fiction,90.0,4.2,35.0
Kite,Distant Horizons,Drama,90.0,4.2,98.0
Magic Beyond Words: The JK Rowling Story,Lifetime Television,Drama,87.0,7.4,42.0
The Hacker Wars,Over 9000 Pictures,Documentary,91.0,4.9,8.0
Peter Pan Live!,NBC Universal Television,Music,132.0,4.8,9.0
Pilot Error,Dewey Decimal Productions,Drama,113.0,0.0,0.0
Tinker Bell and the Legend of the NeverBeast,Walt Disney Pictures,Adventure,77.0,7.0,270.0
